"Timestamp","Outdoor Temperature","Outdoor Humidity","Dew Point","Heat Index","Wind Chill","Barometric Pressure","Rain","Wind Speed","Wind Average","Peak Wind","Wind Direction","Indoor Temperature","Indoor Humidity"
"2022-05-08 10:00:00 PM","10.72222","49","0.5555556","10.55556","10.55556","1018","709.93","0","0","0","157.5","19.88889","33"
"2022-05-08 10:12:00 PM","9.722222","51","0","10","10","1018","709.93","0","0","0","180","19.77778","33"
"2022-05-08 10:24:00 PM","9.722222","50","0","10","10","1018","709.93","0","0","0","112.5","19.77778","33"
"2022-05-08 10:36:00 PM","9.277778","50","-1.111111","9.444445","9.444445","1018","709.93","0","0","0","180","19.66667","33"
"2022-05-08 10:48:00 PM","9.222222","53","-0.5555556","9.444445","9.444445","1018","709.93","0","0","0","180","19.55556","33"
"2022-05-08 11:00:00 PM","9.111111","53","-0.5555556","8.888889","8.888889","1018","709.93","0","0","0","135","19.55556","33"
"2022-05-08 11:12:00 PM","8","56","-0.5555556","7.777778","7.777778","1018","709.93","0","0","0","202.5","19.66667","33"
"2022-05-08 11:24:00 PM","8.777778","54","0","8.888889","8.888889","1018","709.93","0","0","0","112.5","19.66667","33"
"2022-05-08 11:36:00 PM","8.722222","54","0","8.888889","8.888889","1018","709.93","0","0","0","180","19.66667","33"
"2022-05-08 11:48:00 PM","8.777778","52","-0.5555556","8.888889","8.888889","1018","709.93","0","0","0","225","19.77778","33"
"2022-05-09 12:00:00 AM","7.888889","56","-0.5555556","7.777778","7.777778","1018","709.93","0","0","0","135","19.77778","33"
"2022-05-09 12:12:00 AM","8.777778","52","-0.5555556","8.888889","8.888889","1018","709.93","0","0","0","90","20","34"
"2022-05-09 12:24:00 AM","8.722222","51","-1.111111","8.888889","8.888889","1018","709.93","0","0","0","180","20.27778","33"
"2022-05-09 12:36:00 AM","7.5","54","-1.111111","7.777778","7.777778","1018","709.93","0","0","0","67.5","20.27778","33"
"2022-05-09 12:48:00 AM","7.277778","56","-1.666667","7.222222","7.222222","1018","709.93","0","0","0","67.5","20.38889","33"
"2022-05-09 1:00:00 AM","7.111111","58","-1.111111","7.222222","7.222222","1018","709.93","0","0","0","157.5","20.5","33"
"2022-05-09 1:12:00 AM","7.111111","56","-1.666667","7.222222","7.222222","1018","709.93","0","0","0","90","20.5","33"
"2022-05-09 1:24:00 AM","6.888889","56","-1.666667","6.666667","6.666667","1018","709.93","0","0","0","225","20.55556","33"
"2022-05-09 1:36:00 AM","5.888889","61","-1.111111","6.111111","6.111111","1018","709.93","0","0","0","180","20.55556","33"
"2022-05-09 1:48:00 AM","6.777778","58","-1.111111","6.666667","6.666667","1018","709.93","0","0","0","180","20.77778","33"
"2022-05-09 2:00:00 AM","6.611111","57","-1.111111","6.666667","6.666667","1018","709.93","0","0","0","180","20.88889","33"
"2022-05-09 2:12:00 AM","5.611111","61","-1.111111","5.555555","5.555555","1018","709.93","0","0","0","157.5","20.88889","33"
"2022-05-09 2:24:00 AM","6.388889","54","-2.777778","6.666667","6.666667","1018","709.93","0","0","0","180","20.88889","33"
"2022-05-09 2:36:00 AM","5.722222","57","-2.222222","5.555555","5.555555","1018","709.93","0","0","0","202.5","21","33"
"2022-05-09 2:48:00 AM","5.611111","56","-2.222222","5.555555","5.555555","1018","709.93","0","0","0","135","21.27778","34"
"2022-05-09 3:00:00 AM","6","53","-3.333333","6.111111","6.111111","1018","709.93","0","0","0","112.5","21.27778","33"
"2022-05-09 3:12:00 AM","6","52","-3.333333","6.111111","6.111111","1018","709.93","0","0","0","112.5","21.05556","33"
"2022-05-09 3:24:00 AM","5","58","-2.777778","5","5","1018","709.93","0","0","0","202.5","21.16667","34"
"2022-05-09 3:36:00 AM","5.5","57","-2.222222","5.555555","5.555555","1018","709.93","0","0","0","180","21.27778","34"
"2022-05-09 3:48:00 AM","5.777778","56","-2.222222","5.555555","5.555555","1018","709.93","0","0","0","135","21.27778","34"
"2022-05-09 4:00:00 AM","5.277778","59","-2.777778","5.555555","5.555555","1018","709.93","0","0","0","112.5","21.27778","34"
"2022-05-09 4:12:00 AM","5.611111","54","-2.777778","5.555555","5.555555","1018","709.93","0","0","0","112.5","21.27778","34"
"2022-05-09 4:24:00 AM","5","53","-3.888889","5","5","1018","709.93","0","0","0","112.5","21.66667","34"
"2022-05-09 4:36:00 AM","5.111111","55","-3.333333","5","5","1018","709.93","0","0","0","112.5","21.55556","33"
"2022-05-09 4:48:00 AM","4.888889","57","-3.333333","5","5","1018","709.93","0","0","0","22.5","21.27778","33"
"2022-05-09 5:00:00 AM","6","54","-2.777778","6.111111","6.111111","1018","709.93","0","0","0","360","21.16667","34"
"2022-05-09 5:12:00 AM","6","54","-2.777778","6.111111","6.111111","1018","709.93","0","0","0","315","21.16667","33"
"2022-05-09 5:24:00 AM","5.611111","55","-2.777778","5.555555","5.555555","1019","709.93","0","0","0","315","21.55556","33"
"2022-05-09 5:36:00 AM","5.277778","57","-3.333333","5.555555","5.555555","1019","709.93","0","0","0","22.5","21.55556","33"
"2022-05-09 5:48:00 AM","4.388889","61","-3.333333","4.444445","4.444445","1019","709.93","0","0","0","112.5","21.38889","33"
"2022-05-09 6:00:00 AM","4.888889","57","-3.333333","5","5","1019","709.93","0","0","0","315","21.16667","33"
"2022-05-09 6:12:00 AM","4.611111","60","-2.222222","4.444445","4.444445","1019","709.93","0","0","0","180","21.5","33"
"2022-05-09 6:24:00 AM","3.611111","62","-2.777778","3.888889","3.888889","1019","709.93","0","0","0","315","21.55556","33"
"2022-05-09 6:36:00 AM","3.222222","63","-3.888889","3.333333","3.333333","1019","709.93","0","0","0","292.5","21.38889","33"
"2022-05-09 6:48:00 AM","4.388889","60","-3.333333","4.444445","4.444445","1020","709.93","0","0","0","270","21.27778","33"
"2022-05-09 7:00:00 AM","4.722222","62","-2.222222","5","5","1020","709.93","0","0","0","270","21.27778","33"
"2022-05-09 7:12:00 AM","4.222222","64","-2.222222","4.444445","4.444445","1020","709.93","0","0","0","315","21.16667","33"
"2022-05-09 7:24:00 AM","5","61","-2.222222","5","5","1020","709.93","0","0","0","270","21.16667","33"
"2022-05-09 7:36:00 AM","5.111111","62","-2.222222","5","5","1020","709.93","0","0","0","337.5","21.38889","33"
"2022-05-09 7:48:00 AM","2.5","71","-2.222222","2.777778","2.222222","1020","709.93","3","4","6","270","21.38889","33"
"2022-05-09 8:00:00 AM","5.888889","60","-1.666667","6.111111","6.111111","1020","709.93","3","4","7","270","21.5","33"
"2022-05-09 8:12:00 AM","6.388889","58","-1.666667","6.666667","6.666667","1020","709.93","3","4","7","292.5","21.55556","33"
"2022-05-09 8:24:00 AM","7.777778","54","-1.111111","7.777778","7.777778","1020","709.93","3","3","7","337.5","21.5","33"
"2022-05-09 8:36:00 AM","8.277778","51","-1.666667","8.333333","8.333333","1020","709.93","0","2","8","292.5","21.38889","33"
"2022-05-09 8:48:00 AM","8.5","50","-1.111111","8.333333","8.333333","1020","709.93","4","6","10","45","21.38889","33"
"2022-05-09 9:00:00 AM","9.222222","48","-1.666667","9.444445","9.444445","1020","709.93","5","3","10","337.5","21.5","33"
"2022-05-09 9:12:00 AM","10.22222","45","-1.666667","10","10","1021","709.93","3","4","10","360","21.5","33"
"2022-05-09 9:24:00 AM","11","44","-1.111111","11.11111","11.11111","1021","709.93","4","5","11","45","21.27778","32"
"2022-05-09 9:36:00 AM","11.27778","42","-1.666667","11.11111","11.11111","1021","709.93","4","6","11","157.5","21","33"
"2022-05-09 9:48:00 AM","12.61111","40","-0.5555556","12.77778","12.77778","1021","709.93","4","5","11","360","20.88889","33"
"2022-05-09 10:00:00 AM","13.77778","31","-3.333333","13.88889","13.88889","1021","709.93","4","4","14","112.5","20.77778","32"
"2022-05-09 10:12:00 AM","14.27778","30","-3.333333","14.44444","14.44444","1021","709.93","7","5","14","45","20.77778","32"
"2022-05-09 10:24:00 AM","13.22222","32","-3.333333","13.33333","13.33333","1021","709.93","3","4","14","247.5","20.66667","32"
"2022-05-09 10:36:00 AM","14.11111","30","-3.333333","13.88889","13.88889","1021","709.93","4","4","14","202.5","20.55556","32"
"2022-05-09 10:48:00 AM","15","31","-2.222222","15","15","1021","709.93","3","4","14","180","20.5","32"
"2022-05-09 11:00:00 AM","15.27778","31","-2.222222","15.55556","15.55556","1021","709.93","8","5","13","247.5","20.77778","32"
"2022-05-09 11:12:00 AM","16.27778","30","-1.666667","16.11111","16.11111","1021","709.93","4","4","13","292.5","21.05556","32"
"2022-05-09 11:24:00 AM","16","30","-1.666667","16.11111","16.11111","1021","709.93","3","3","13","180","21.05556","32"
"2022-05-09 11:36:00 AM","17.5","28","-1.111111","17.77778","17.77778","1021","709.93","2","0","13","292.5","21.05556","32"
"2022-05-09 11:48:00 AM","17.61111","27","-1.666667","17.77778","17.77778","1021","709.93","4","6","9","270","21.05556","32"
"2022-05-09 12:00:00 PM","17.61111","27","-1.666667","17.77778","17.77778","1021","709.93","3","4","16","112.5","21.05556","32"
